0|chemrxiv_10_26434_2023_8rc1j_f2_s2|cross-section of a C1 membrane|SEM|25K magnification, thickness: 4.3 μm|Figure 2. Simplified images (lateral and top views, a) and b), respectively) of the proposed structure of the C1 cage in implicit chloroform (H atoms are omitted for clarity), as concluded by structural and spectral DFT calculations. Structures tested by DFT are available online[32] c) SEM image (25K X) of the cross-section of a C1 membrane (thickness: 4.3 m). Additional images are available in the supplementary material. d) Pictures of the C1 membrane ( 70 m thick, 20 mm diameter).|Gas permeation through mechanically resistant self-standing membranes of a neat amorphous organic cage |Riccardo Mobili, Sonia La Cognata, Marcello Monteleone, Mariagiulia Longo, Alessio Fuoco, Stefano A. Serapian, Barbara Vigani, Chiara Milanese, Donatella Armentano, Johannes Jansen, VALERIA AMENDOLA|10.26434/chemrxiv-2023-8rc1j
1|chemrxiv_10_26434_7433969_v1_f1_s3|Nickel deposition on M13 virus template|SEM|crosslinked M13 virons, palladium sensitized, nickel deposition|Figure 1 Synthesis of nanofoams utilizing M13 templates (A) Rendering of M13,p8 surface protein with glutamic acid rich EEAE N-terminus insert, and synthesis scheme of biotemplated metal nanofoam synthesis (B) TEM micrographs depicting growth mechanism and crosslinked M13 virons, Pd binding, and nickel deposition after 30 seconds of deposition. SEM image of nickel deposition after 20 minutes of deposition (C) The pore formation mechanism is depicted left to right from bare M13 virons crosslinked with gluataldehyde, palladium sensitized phage gels, 30 seconds of deposition, to 18 minutes of deposition.|Highly Adjustable 3D Nano-Architectures and Chemistries via Assembled 1D Biological Templates|Jacqueline F. Ohmura, F. John Burpo, Chamille Lescott, Alan Ransil, Youngmin Yoon, William Records, Angela Belcher|10.26434/chemrxiv.7433969.v1
2|chemrxiv_10_26434_7433969_v1_f1_s5|Nickel deposition after 20 minutes of deposition|SEM|biotemplated metal nanofoam synthesis, nickel, 20 minutes deposition|Figure 1 Synthesis of nanofoams utilizing M13 templates (A) Rendering of M13,p8 surface protein with glutamic acid rich EEAE N-terminus insert, and synthesis scheme of biotemplated metal nanofoam synthesis (B) TEM micrographs depicting growth mechanism and crosslinked M13 virons, Pd binding, and nickel deposition after 30 seconds of deposition. SEM image of nickel deposition after 20 minutes of deposition (C) The pore formation mechanism is depicted left to right from bare M13 virons crosslinked with gluataldehyde, palladium sensitized phage gels, 30 seconds of deposition, to 18 minutes of deposition.|Highly Adjustable 3D Nano-Architectures and Chemistries via Assembled 1D Biological Templates|Jacqueline F. Ohmura, F. John Burpo, Chamille Lescott, Alan Ransil, Youngmin Yoon, William Records, Angela Belcher|10.26434/chemrxiv.7433969.v1
3|chemrxiv_10_26434_7433969_v1_f1_s6|Crosslinked M13 virons with palladium binding|TEM|nanoscale structure, bio-templated, crosslinked with glutaraldehyde, palladium sensitized|Figure 1 Synthesis of nanofoams utilizing M13 templates (A) Rendering of M13,p8 surface protein with glutamic acid rich EEAE N-terminus insert, and synthesis scheme of biotemplated metal nanofoam synthesis (B) TEM micrographs depicting growth mechanism and crosslinked M13 virons, Pd binding, and nickel deposition after 30 seconds of deposition. SEM image of nickel deposition after 20 minutes of deposition (C) The pore formation mechanism is depicted left to right from bare M13 virons crosslinked with gluataldehyde, palladium sensitized phage gels, 30 seconds of deposition, to 18 minutes of deposition.|Highly Adjustable 3D Nano-Architectures and Chemistries via Assembled 1D Biological Templates|Jacqueline F. Ohmura, F. John Burpo, Chamille Lescott, Alan Ransil, Youngmin Yoon, William Records, Angela Belcher|10.26434/chemrxiv.7433969.v1
4|chemrxiv_10_26434_7433969_v1_f1_s7|Palladium sensitized phage gels|TEM|biotemplated, crosslinked viral templates, nanoscale architectural control|Figure 1 Synthesis of nanofoams utilizing M13 templates (A) Rendering of M13,p8 surface protein with glutamic acid rich EEAE N-terminus insert, and synthesis scheme of biotemplated metal nanofoam synthesis (B) TEM micrographs depicting growth mechanism and crosslinked M13 virons, Pd binding, and nickel deposition after 30 seconds of deposition. SEM image of nickel deposition after 20 minutes of deposition (C) The pore formation mechanism is depicted left to right from bare M13 virons crosslinked with gluataldehyde, palladium sensitized phage gels, 30 seconds of deposition, to 18 minutes of deposition.|Highly Adjustable 3D Nano-Architectures and Chemistries via Assembled 1D Biological Templates|Jacqueline F. Ohmura, F. John Burpo, Chamille Lescott, Alan Ransil, Youngmin Yoon, William Records, Angela Belcher|10.26434/chemrxiv.7433969.v1
5|chemrxiv_10_26434_7433969_v1_f1_s8|Crosslinked M13 virons|TEM|nanoarchitecture, biotemplated|Figure 1 Synthesis of nanofoams utilizing M13 templates (A) Rendering of M13,p8 surface protein with glutamic acid rich EEAE N-terminus insert, and synthesis scheme of biotemplated metal nanofoam synthesis (B) TEM micrographs depicting growth mechanism and crosslinked M13 virons, Pd binding, and nickel deposition after 30 seconds of deposition. SEM image of nickel deposition after 20 minutes of deposition (C) The pore formation mechanism is depicted left to right from bare M13 virons crosslinked with gluataldehyde, palladium sensitized phage gels, 30 seconds of deposition, to 18 minutes of deposition.|Highly Adjustable 3D Nano-Architectures and Chemistries via Assembled 1D Biological Templates|Jacqueline F. Ohmura, F. John Burpo, Chamille Lescott, Alan Ransil, Youngmin Yoon, William Records, Angela Belcher|10.26434/chemrxiv.7433969.v1
6|chemrxiv_10_26434_7433969_v1_f1_s9|Nickel deposition on M13 virions|TEM|crosslinked with glutaraldehyde, palladium sensitized, phage gels|Figure 1 Synthesis of nanofoams utilizing M13 templates (A) Rendering of M13,p8 surface protein with glutamic acid rich EEAE N-terminus insert, and synthesis scheme of biotemplated metal nanofoam synthesis (B) TEM micrographs depicting growth mechanism and crosslinked M13 virons, Pd binding, and nickel deposition after 30 seconds of deposition. SEM image of nickel deposition after 20 minutes of deposition (C) The pore formation mechanism is depicted left to right from bare M13 virons crosslinked with gluataldehyde, palladium sensitized phage gels, 30 seconds of deposition, to 18 minutes of deposition.|Highly Adjustable 3D Nano-Architectures and Chemistries via Assembled 1D Biological Templates|Jacqueline F. Ohmura, F. John Burpo, Chamille Lescott, Alan Ransil, Youngmin Yoon, William Records, Angela Belcher|10.26434/chemrxiv.7433969.v1
7|chemrxiv_10_26434_7433969_v1_f1_s10|Crosslinked M13 virons with Pd binding|TEM|nanostructure, genetically programmable architecture, Pd sensitized phage gels|Figure 1 Synthesis of nanofoams utilizing M13 templates (A) Rendering of M13,p8 surface protein with glutamic acid rich EEAE N-terminus insert, and synthesis scheme of biotemplated metal nanofoam synthesis (B) TEM micrographs depicting growth mechanism and crosslinked M13 virons, Pd binding, and nickel deposition after 30 seconds of deposition. SEM image of nickel deposition after 20 minutes of deposition (C) The pore formation mechanism is depicted left to right from bare M13 virons crosslinked with gluataldehyde, palladium sensitized phage gels, 30 seconds of deposition, to 18 minutes of deposition.|Highly Adjustable 3D Nano-Architectures and Chemistries via Assembled 1D Biological Templates|Jacqueline F. Ohmura, F. John Burpo, Chamille Lescott, Alan Ransil, Youngmin Yoon, William Records, Angela Belcher|10.26434/chemrxiv.7433969.v1
8|chemrxiv_10_26434_7433969_v1_f1_s11|Crosslinked M13 virons, Palladium sensitized phage gels|TEM|crosslinked with glutaldehyde, palladium sensitized, nano-scale architectural control|Figure 1 Synthesis of nanofoams utilizing M13 templates (A) Rendering of M13,p8 surface protein with glutamic acid rich EEAE N-terminus insert, and synthesis scheme of biotemplated metal nanofoam synthesis (B) TEM micrographs depicting growth mechanism and crosslinked M13 virons, Pd binding, and nickel deposition after 30 seconds of deposition. SEM image of nickel deposition after 20 minutes of deposition (C) The pore formation mechanism is depicted left to right from bare M13 virons crosslinked with gluataldehyde, palladium sensitized phage gels, 30 seconds of deposition, to 18 minutes of deposition.|Highly Adjustable 3D Nano-Architectures and Chemistries via Assembled 1D Biological Templates|Jacqueline F. Ohmura, F. John Burpo, Chamille Lescott, Alan Ransil, Youngmin Yoon, William Records, Angela Belcher|10.26434/chemrxiv.7433969.v1
9|chemrxiv_10_26434_7433969_v1_f1_s12|Crosslinked M13 virons with palladium sensitization|TEM|biotemplated, nano-architecture|Figure 1 Synthesis of nanofoams utilizing M13 templates (A) Rendering of M13,p8 surface protein with glutamic acid rich EEAE N-terminus insert, and synthesis scheme of biotemplated metal nanofoam synthesis (B) TEM micrographs depicting growth mechanism and crosslinked M13 virons, Pd binding, and nickel deposition after 30 seconds of deposition. SEM image of nickel deposition after 20 minutes of deposition (C) The pore formation mechanism is depicted left to right from bare M13 virons crosslinked with gluataldehyde, palladium sensitized phage gels, 30 seconds of deposition, to 18 minutes of deposition.|Highly Adjustable 3D Nano-Architectures and Chemistries via Assembled 1D Biological Templates|Jacqueline F. Ohmura, F. John Burpo, Chamille Lescott, Alan Ransil, Youngmin Yoon, William Records, Angela Belcher|10.26434/chemrxiv.7433969.v1
10|chemrxiv_10_26434_13213916_v1_f3_s3|Sol-gel derived Li-rich and Mn-rich layered oxide (SG-LMNCO)|STEM BF with EDX mapping|EDX color map, Elemental distribution|Figure 3: Bright field (BF) STEM data with EDX maps of (a) SG-LMNCO and (b) SS-LMNCO. Quantified elemental maps are shown at the bottom.|Synthetic Pathway Determines the Non-equilibrium Crystallography of Li- and Mn-rich Layered Oxides|Ashok S. Menon, Seda Ulusoy, Dickson Ojwang, Lars Riekehr, Christophe Didier, Vanessa K. Peterson, Germán Salazar-Alvarez, Peter Svedlindh, Kristina Edström, Cesar Pay Gomez, William Brant|10.26434/chemrxiv.13213916.v1
11|chemrxiv_10_26434_13213916_v1_f2_s1|Li1.2Mn0.54Ni0.13Co0.13O2|SEM|SS-LMNCO, scale bar represents 1 µm|Figure 2: (a) SEM images (scale bars represent 1 µm and 200 nm for SS-LMNCO and SG-LMNCO, respectively), stack plots of (b) X-ray and (c) neutron diffraction patterns of the LMNCO samples (intensities are normalised to highest values) along with their (d) Raman spectra. The inset in (b) and (c) shows a Q-space region with superstructure reflections.|Synthetic Pathway Determines the Non-equilibrium Crystallography of Li- and Mn-rich Layered Oxides|Ashok S. Menon, Seda Ulusoy, Dickson Ojwang, Lars Riekehr, Christophe Didier, Vanessa K. Peterson, Germán Salazar-Alvarez, Peter Svedlindh, Kristina Edström, Cesar Pay Gomez, William Brant|10.26434/chemrxiv.13213916.v1
12|chemrxiv_10_26434_13213916_v1_f2_s3|Li1.2Mn0.54Ni0.13Co0.13O2|SEM|sol-gel synthesized, nanostructured|Figure 2: (a) SEM images (scale bars represent 1 µm and 200 nm for SS-LMNCO and SG-LMNCO, respectively), stack plots of (b) X-ray and (c) neutron diffraction patterns of the LMNCO samples (intensities are normalised to highest values) along with their (d) Raman spectra. The inset in (b) and (c) shows a Q-space region with superstructure reflections.|Synthetic Pathway Determines the Non-equilibrium Crystallography of Li- and Mn-rich Layered Oxides|Ashok S. Menon, Seda Ulusoy, Dickson Ojwang, Lars Riekehr, Christophe Didier, Vanessa K. Peterson, Germán Salazar-Alvarez, Peter Svedlindh, Kristina Edström, Cesar Pay Gomez, William Brant|10.26434/chemrxiv.13213916.v1
13|chemrxiv_10_26434_2022_jl00l_v2_f1_s0|Carbon-nanotube (CNTs) based catalyst layer|TEM|surface roughness evaluation|Figure 1. (a) TEM image, (b) XPS survey scan, and (c) TGA curve of the CNT/PBI/Pt. (d) Photograph of the free-standing CNT/PBI/Pt sheet.|Effect of Surface Roughness of Carbon Nanotube-based Catalyst Layer for Polymer Electrolyte Membrane Fuel Cell Performance|Tsuyohiko Fujigaya, Yin Kan Phua, Don Terrence   Weerathunga, Dan  Wu, Chaerin   Kim, Samindi Jayawickrama, Naoki   Tanaka|10.26434/chemrxiv-2022-jl00l-v2
14|chemrxiv_10_26434_2022_jl00l_v2_f2_s0|Carbon-Nanotube (CNT)/Polybenzimidazole (PBI)/Platinum (Pt) Sheets|Optical Microscopy|bottom surface, smoother surface|Figure 2. (a, b) Optical microscope and (c, d) laser microscope images of (a, c) bottom surface and (b, d) top surface of CNT/PBI/Pt sheets. Scale bars: 100 µm. Height distribution histograms of (e) top and (f) bottom surfaces of the CNT/PBI/Pt sheets.|Effect of Surface Roughness of Carbon Nanotube-based Catalyst Layer for Polymer Electrolyte Membrane Fuel Cell Performance|Tsuyohiko Fujigaya, Yin Kan Phua, Don Terrence   Weerathunga, Dan  Wu, Chaerin   Kim, Samindi Jayawickrama, Naoki   Tanaka|10.26434/chemrxiv-2022-jl00l-v2
15|chemrxiv_10_26434_2022_jl00l_v2_f2_s1|Carbon-nanotube (CNT)/Polybenzimidazole (PBI)/Platinum (Pt) sheets|Optical Microscopy|bottom surface, smoother surface contact with filter membrane|Figure 2. (a, b) Optical microscope and (c, d) laser microscope images of (a, c) bottom surface and (b, d) top surface of CNT/PBI/Pt sheets. Scale bars: 100 µm. Height distribution histograms of (e) top and (f) bottom surfaces of the CNT/PBI/Pt sheets.|Effect of Surface Roughness of Carbon Nanotube-based Catalyst Layer for Polymer Electrolyte Membrane Fuel Cell Performance|Tsuyohiko Fujigaya, Yin Kan Phua, Don Terrence   Weerathunga, Dan  Wu, Chaerin   Kim, Samindi Jayawickrama, Naoki   Tanaka|10.26434/chemrxiv-2022-jl00l-v2
16|chemrxiv_10_26434_2022_jl00l_v2_f2_s2|Carbon-nanotube (CNT)/Polybenzimidazole (PBI)/Pt sheet|Laser Microscope|top surface, height map|Figure 2. (a, b) Optical microscope and (c, d) laser microscope images of (a, c) bottom surface and (b, d) top surface of CNT/PBI/Pt sheets. Scale bars: 100 µm. Height distribution histograms of (e) top and (f) bottom surfaces of the CNT/PBI/Pt sheets.|Effect of Surface Roughness of Carbon Nanotube-based Catalyst Layer for Polymer Electrolyte Membrane Fuel Cell Performance|Tsuyohiko Fujigaya, Yin Kan Phua, Don Terrence   Weerathunga, Dan  Wu, Chaerin   Kim, Samindi Jayawickrama, Naoki   Tanaka|10.26434/chemrxiv-2022-jl00l-v2
17|chemrxiv_10_26434_2022_jl00l_v2_f2_s3|Carbon-nanotube (CNTs)/PBI/Pt sheet|Laser Microscope|bottom surface, contact with polymer electrolyte membrane|Figure 2. (a, b) Optical microscope and (c, d) laser microscope images of (a, c) bottom surface and (b, d) top surface of CNT/PBI/Pt sheets. Scale bars: 100 µm. Height distribution histograms of (e) top and (f) bottom surfaces of the CNT/PBI/Pt sheets.|Effect of Surface Roughness of Carbon Nanotube-based Catalyst Layer for Polymer Electrolyte Membrane Fuel Cell Performance|Tsuyohiko Fujigaya, Yin Kan Phua, Don Terrence   Weerathunga, Dan  Wu, Chaerin   Kim, Samindi Jayawickrama, Naoki   Tanaka|10.26434/chemrxiv-2022-jl00l-v2
18|chemrxiv_10_26434_2023_jbz23_f1_s2|Cerium oxide nanoparticles|AC-STEM|presence of CeO2 NPs|Fig. 1. Reductive dispersion of ceria NPs into isolated cerium atoms on γ-Al2O3. (A) X-ray diffraction (XRD) patterns of the 10 wt % CeO2/Al2O3 after calcination in air (CA10), hightemperature (800 oC) reduction in 10 % H2 (_H), and subsequent air calcination at 500 oC (_500A) and 800 oC (_800A). (B) Raman (532 nm) spectra of CA10 and CA10_H. Inset is the F2g vibration mode of cubic fluorite structure. (C) AC-STEM image of CA10 showing the presence of CeO2 NPs. (D) - (E) AC-STEM images of CA10_H showing the absence of CeO2 NPs and abundant presence of isolated Ce1. (F) Schematic of the reductive dispersion and oxidative sintering of Ce1.|Supported metal catalysts with single-atom promoters via reductive atom trapping|Dong Jiang, Hien Pham, Yixiao Li, Yubing Lu, Wenda Hu, Gang Wan, Chaochao Dun, Junrui Li, Carlos García-Vargas, Yipeng Sun, Anthony Savoy, Weixin Huang, Rui Zhang, Andrew DeLaRiva, R. Soyoung Kim, Xiang Li, Jeffrey Urban, Junko Yano, Kelly Shelly, Chengjun Sun, Konstantin Khivantsev, Christopher Tassone, Jianzhi Hu, Janos Szanyi, Abhaya Datye, Yong Wang|10.26434/chemrxiv-2023-jbz23
19|chemrxiv_10_26434_2023_jbz23_f1_s3|Isolated Ce1 on γ-Al2O3|AC-STEM|atomically dispersed cerium, absence of CeO2 nanoparticles, high-temperature reduction, reductive dispersion|Fig. 1. Reductive dispersion of ceria NPs into isolated cerium atoms on γ-Al2O3. (A) X-ray diffraction (XRD) patterns of the 10 wt % CeO2/Al2O3 after calcination in air (CA10), hightemperature (800 oC) reduction in 10 % H2 (_H), and subsequent air calcination at 500 oC (_500A) and 800 oC (_800A). (B) Raman (532 nm) spectra of CA10 and CA10_H. Inset is the F2g vibration mode of cubic fluorite structure. (C) AC-STEM image of CA10 showing the presence of CeO2 NPs. (D) - (E) AC-STEM images of CA10_H showing the absence of CeO2 NPs and abundant presence of isolated Ce1. (F) Schematic of the reductive dispersion and oxidative sintering of Ce1.|Supported metal catalysts with single-atom promoters via reductive atom trapping|Dong Jiang, Hien Pham, Yixiao Li, Yubing Lu, Wenda Hu, Gang Wan, Chaochao Dun, Junrui Li, Carlos García-Vargas, Yipeng Sun, Anthony Savoy, Weixin Huang, Rui Zhang, Andrew DeLaRiva, R. Soyoung Kim, Xiang Li, Jeffrey Urban, Junko Yano, Kelly Shelly, Chengjun Sun, Konstantin Khivantsev, Christopher Tassone, Jianzhi Hu, Janos Szanyi, Abhaya Datye, Yong Wang|10.26434/chemrxiv-2023-jbz23
